,Taxon,Branch Type,l1,l2,l1/l2
16506,G000741645,terminal,0.136254,0.085130334,1.600534072
16507,  ,internal,0.089633,0.015850587,5.654869367
16508,G000737845,terminal,0.102361,0.08764623,1.167888224
16509,G000741525,terminal,0.080514,0.073818949,1.090695567
16510,  ,internal,0.239405,0.046224776,5.179148982
16511,  ,internal,0.024686,0.007007288,3.522903583
16512,  ,internal,0.149951,0.013361087,11.22296378
16513,G000414445,terminal,0.028499,0.005918731,4.815052497
16514,G000414465,terminal,0.022361,0.003880217,5.762821879
16515,  ,internal,0.079389,0.015318103,5.18269122
16516,G000025205,terminal,0.028127,0.022002706,1.278342741
16517,  ,internal,0.140857,0.021004487,6.706043428
16518,G000414525,terminal,0.04329,0.021386099,2.024212073
16519,G000159155,terminal,0.036551,0.009510848,3.843085245
16520,  ,internal,0.1536,0.039995431,3.840438684
16521,  ,internal,0.365146,0.107646118,3.39209632
16522,  ,internal,0.119309,0.019309879,6.178650963
16523,G000304215,terminal,0.088266,0.058480815,1.509315499
16524,G000737865,terminal,0.059355,0.041451271,1.431922327
16525,  ,internal,0.149512,0.037925835,3.942220389
16526,G001263395,terminal,0.108553,0.090295564,1.202196373
16527,  ,internal,0.174627,0.044590966,3.916196846
16528,G000741705,terminal,0.001819,0.040650351,0.044747461
16529,G000738005,terminal,0.009527,0.04386459,0.217191135
16530,  ,internal,0.226053,0.054134511,4.17576506
16531,  ,internal,0.107266,0.017676051,6.068436927
16532,  ,internal,0.189091,0.040137845,4.711040202
16533,G001042695,terminal,0.114443,0.061711527,1.854483358
16534,G000269605,terminal,0.074598,0.094000391,0.793592443
16535,  ,internal,0.047645,0.019222153,2.478650519
16536,G001042675,terminal,0.061046,0.071156487,0.85791194
16537,  ,internal,0.253152,0.07592827,3.334094157
16538,G000376885,terminal,0.001285,0.047927439,0.026811364
16539,G000420505,terminal,0.012074,0.055870804,0.216105715
16540,  ,internal,0.292528,0.082906388,3.528413271
16541,  ,internal,0.147815,0.029436975,5.021405936
16542,  ,internal,0.616829,0.175611988,3.512453837
16543,G000485475,terminal,0.67072,0.40806043,1.643678118
16544,  ,internal,0.331467,0.115769231,2.863170094
16545,  ,internal,0.097136,0.042114605,2.306468272
16546,G000218545,terminal,0.014665,0.037020456,0.396132348
16547,G001040865,terminal,0.017041,0.035262909,0.483255647
16548,  ,internal,0.169044,0.024834744,6.806754416
16549,G000708885,terminal,0.036839,0.06411924,0.574538939
16550,  ,internal,0.036266,0.009875063,3.672482862
16551,G000312005,terminal,0.090888,0.065509625,1.387399171
16552,  ,internal,0.047793,0.013758992,3.473582923
16553,G001429255,terminal,0.018432,0.034567416,0.533218917
16554,G000688475,terminal,0.029659,0.059631453,0.497371748
16555,  ,internal,0.108577,0.034812889,3.118873551
16556,G000212695,terminal,0.09369,0.046411689,2.018672481
16557,  ,internal,0.021553,0.011152578,1.932557604
16558,  ,internal,0.073644,0.014945028,4.92765895
16559,G000092865,terminal,0.005349,0.040371737,0.13249368
16560,G001552375,terminal,0.001482,0.037109717,0.039935632
16561,  ,internal,0.183396,0.048755321,3.761558646
16562,  ,internal,0.11808,0.024198859,4.879568828
16563,G000767135,terminal,0.018744,0.121726166,0.153984969
16564,  ,internal,0.178936,0.019535353,9.159599198
16565,G000767175,terminal,0.029031,0.061276954,0.47376702
16566,G000603945,terminal,0.041898,0.059663216,0.702241725
16567,  ,internal,0.158767,0.024416839,6.502356943
16568,G000767165,terminal,0.130472,0.098452123,1.325232983
16569,  ,internal,0.014634,0.017143046,0.853640586
16570,G000526515,terminal,0.079966,0.085807424,0.931924029
16571,  ,internal,0.179531,0.037490139,4.788752533
16572,  ,internal,0.118794,0.024256387,4.897431858
16573,G001592145,terminal,0.007355,0.056517748,0.130136112
16574,G000024965,terminal,0.015367,0.034035722,0.451496232
16575,  ,internal,0.239215,0.06920559,3.456584918
16576,G000215105,terminal,0.100763,0.055056465,1.830175631
16577,  ,internal,0.023376,0.018789931,1.244070581
16578,G000385135,terminal,0.07686,0.093404598,0.8228717
16579,  ,internal,0.171004,0.040879095,4.183165034
16580,G000526595,terminal,0.066509,0.05989717,1.110386347
16581,G000718325,terminal,0.093072,0.064242567,1.44875904
16582,  ,internal,0.068588,0.020876529,3.2854121
16583,  ,internal,0.032444,0.008050751,4.029934549
16584,G000701465,terminal,0.171851,0.109865299,1.564197259
16585,  ,internal,0.056154,0.014565304,3.855326382
16586,G000307245,terminal,0.132704,0.127677893,1.03936552
16587,  ,internal,0.1272,0.018399856,6.91309743
16588,G000423205,terminal,0.063625,0.049279144,1.291114145
16589,G000024065,terminal,0.087354,0.067719658,1.289935642
16590,  ,internal,0.168013,0.055129451,3.0476088
16591,G000312125,terminal,0.106201,0.082878741,1.281402186
16592,  ,internal,0.202806,0.063061246,3.216016389
16593,G000024925,terminal,0.057327,0.081582452,0.702687874
16594,  ,internal,0.177153,0.038196627,4.63792261
16595,  ,internal,0.107114,0.025903464,4.135122575
16596,  ,internal,0.207731,0.025576788,8.121856395
16597,G900105765,terminal,0.021652,0.093173183,0.232384463
16598,G000421225,terminal,0.020233,0.08252567,0.2451722
16599,  ,internal,0.316628,0.077353339,4.093268688
16600,G000023105,terminal,0.144413,0.122027485,1.183446499
16601,  ,internal,0.183729,0.043037217,4.2690725
16602,  ,internal,0.08388,0.023479101,3.572538814
16603,G000975095,terminal,0.024708,0.094696957,0.260916515
16604,G000759715,terminal,0.014912,0.088552643,0.168397007
16605,  ,internal,0.453138,0.128675111,3.52156682
16606,  ,internal,0.22322,0.031804506,7.018502303
16607,  ,internal,0.039794,0.020293405,1.960932609
16608,G000023405,terminal,0.000851,0.05610196,0.01516881
16609,G000233655,terminal,0.012143,0.043267886,0.280646944
16610,  ,internal,0.175715,0.048587167,3.616489911
16611,G000225825,terminal,0.151765,0.08190735,1.852886218
16612,  ,internal,0.019819,0.012517782,1.583267694
16613,G000338055,terminal,0.061606,0.086369288,0.713285954
16614,  ,internal,0.113486,0.026251482,4.323032075
16615,G000576425,terminal,0.055412,0.07700978,0.719544973
16616,  ,internal,0.259073,0.043856897,5.90723511
16617,G001403775,terminal,0.089717,0.025749517,3.484220694
16618,G001678905,terminal,0.088234,0.019685812,4.482111279
16619,  ,internal,0.538976,0.165700167,3.252718506
16620,  ,internal,0.024215,0.027281573,0.887595435
16621,G900070355,terminal,0.080626,0.134796161,0.598132763
16622,  ,internal,0.480974,0.116113553,4.142272712
16623,  ,internal,0.097769,0.019372374,5.046825959
16624,G001542775,terminal,0.072952,0.028352631,2.573023981
16625,G001425085,terminal,0.090711,0.030696599,2.955083041
16626,  ,internal,0.161958,0.019630482,8.250332483
16627,G000799285,terminal,0.000109,0.036937859,0.002950902
16628,  ,internal,0.215437,0.044576673,4.832953774
16629,G001425325,terminal,0.056263,0.075813816,0.74212067
16630,  ,internal,0.068692,0.014752676,4.65623993
16631,G000421565,terminal,0.049639,0.039283208,1.263618806
16632,G000421545,terminal,0.064933,0.048207441,1.346949743
16633,  ,internal,0.205693,0.018436149,11.15704798
16634,G001428255,terminal,0.015517,0.067786952,0.228908362
16635,  ,internal,0.007868,0.011838502,0.664611131
16636,G001421565,terminal,0.010365,0.06255457,0.165695328
16637,  ,internal,0.246108,0.053720417,4.581274954
16638,  ,internal,0.051294,0.012585681,4.075583991
16639,G000421145,terminal,0.030563,0.061441689,0.49743099
16640,G000764165,terminal,0.05802,0.075695054,0.766496578
16641,  ,internal,0.173698,0.042143785,4.121556743
16642,  ,internal,0.138645,0.013565417,10.22047468
16643,G001423695,terminal,0.049028,0.034564544,1.418447764
16644,G000470775,terminal,0.052278,0.065452063,0.798721965
16645,  ,internal,0.029752,0.010859218,2.739792255
16646,G000469485,terminal,0.066943,0.042032259,1.59265767
16647,  ,internal,0.007535,0.007423242,1.015055188
16648,G000383315,terminal,0.02853,0.031532148,0.904790873
16649,  ,internal,0.100723,0.020108686,5.008929922
16650,G001428745,terminal,0.021147,0.037308786,0.566810186
16651,  ,internal,0.143549,0.03024792,4.74574787
16652,G001424905,terminal,0.100626,0.078944229,1.274646691
16653,  ,internal,0.096102,0.025303468,3.797977371
16654,G000421825,terminal,0.10392,0.107130127,0.970035252
16655,G000419445,terminal,0.109083,0.112883251,0.966334682
16656,  ,internal,0.099619,0.035337175,2.819099158
16657,  ,internal,0.091874,0.031654763,2.90237521
16658,  ,internal,0.014491,0.011236765,1.289606085
16659,G001423185,terminal,0.198657,0.092717895,2.1425961
16660,  ,internal,0.059187,0.010855938,5.452039243
16661,G001423045,terminal,0.031623,0.032070834,0.986036091
16662,G001423885,terminal,0.026691,0.027701082,0.963536384
16663,  ,internal,0.132837,0.020108555,6.605994216
16664,G001465855,terminal,0.022035,0.068778229,0.320377543
16665,  ,internal,0.295584,0.071047785,4.16035487
16666,G000333435,terminal,0.073021,0.113158007,0.64530122
16667,G000938265,terminal,0.095015,0.084260562,1.127633115
16668,  ,internal,0.147646,0.027877083,5.296321675
16669,  ,internal,0.01701,0.00979509,1.736584385
16670,G000069225,terminal,0.161114,0.115093378,1.399854642
16671,  ,internal,0.038889,0.020197564,1.925430206
16672,  ,internal,0.054409,0.009013027,6.036706848
16673,G000718085,terminal,0.252251,0.148700085,1.696374285
16674,  ,internal,0.05849,0.008206016,7.127697273
16675,G001475745,terminal,0.034026,0.034716722,0.980104055
16676,G000349565,terminal,0.021481,0.028337164,0.758050453
16677,  ,internal,0.030704,0.009985591,3.074830462
16678,G001424385,terminal,0.013244,0.025807845,0.513177286
16679,  ,internal,0.162126,0.036244256,4.473150185
16680,G001422205,terminal,0.016949,0.057817307,0.293147518
16681,  ,internal,0.19346,0.059697641,3.240664093
16682,G001422145,terminal,0.048847,0.061618415,0.792733793
16683,G001423105,terminal,0.065316,0.059911993,1.090199082
16684,  ,internal,0.161168,0.03654425,4.410214989
16685,  ,internal,0.221574,0.042778968,5.1795078
16686,G000247645,terminal,0.006665,0.035603397,0.18720124
16687,G000153145,terminal,0.016509,0.028296931,0.583420151
16688,  ,internal,0.052053,0.02100172,2.478511296
16689,G000477555,terminal,0.044495,0.032888131,1.352919698
16690,  ,internal,0.350539,0.105469193,3.323615093
16691,G001429705,terminal,0.161245,0.099352876,1.622952522
16692,  ,internal,0.051125,0.033179342,1.540868435
16693,  ,internal,0.040996,0.025353504,1.616975737
16694,  ,internal,0.095568,0.020770806,4.60107319
16695,G001427145,terminal,0.038813,0.042611415,0.910859225
16696,G001428485,terminal,0.029359,0.041573186,0.706200381
16697,  ,internal,0.066583,0.014930156,4.459631783
16698,G000304335,terminal,0.019701,0.045653299,0.431535075
16699,G000956465,terminal,0.021364,0.035880907,0.595414156
16700,  ,internal,0.063978,0.013412415,4.770058366
16701,  ,internal,0.022005,0.00680309,3.23455978
16702,G000956575,terminal,0.030994,0.045490754,0.681325258
16703,  ,internal,0.110429,0.017154126,6.43746019
16704,G001652465,terminal,0.073745,0.068271635,1.080170407
16705,  ,internal,0.091824,0.017301946,5.307148718
16706,G001427525,terminal,0.041558,0.094116541,0.441558939
16707,  ,internal,0.038168,0.010547119,3.6188082
16708,G900104345,terminal,0.05356,0.039772457,1.346660593
16709,G000202635,terminal,0.031432,0.025628491,1.226447569
16710,  ,internal,0.142674,0.016363296,8.719147918
16711,G000333395,terminal,0.0144,0.053203748,0.270657623
16712,  ,internal,0.192533,0.050625301,3.803098376
16713,  ,internal,0.007807,0.007558628,1.032859375
16714,G001552475,terminal,0.099895,0.064026487,1.560213666
16715,G000746195,terminal,0.027434,0.061398381,0.446819602
16716,  ,internal,0.008936,0.00970485,0.920776763
16717,G001592125,terminal,0.138651,0.053882036,2.573232375
16718,  ,internal,0.28011,0.013683927,20.47000105
16719,G001887285,terminal,0.034727,0.06941141,0.500306795
16720,  ,internal,0.080192,0.009626162,8.330630456
16721,G001314225,terminal,0.065116,0.097216596,0.669803331
16722,  ,internal,0.120266,0.01974606,6.090632918
16723,  ,internal,0.01294,0.005737003,2.255532915
16724,G000956535,terminal,0.084446,0.072713419,1.161353731
16725,G000799385,terminal,0.049611,0.067755365,0.7322077
16726,  ,internal,0.095523,0.019405627,4.922438168
16727,  ,internal,0.155177,0.014100678,11.00493221
16728,G000422405,terminal,0.070323,0.098527121,0.713742564
16729,G000802305,terminal,0.106722,0.077948171,1.369140528
16730,  ,internal,0.069588,0.024328293,2.860373276
16731,  ,internal,0.028106,0.009519674,2.952411964
16732,G000582705,terminal,0.125332,0.103005399,1.216751761
16733,  ,internal,0.063163,0.015044517,4.198406552
16734,G000956415,terminal,0.021259,0.023226556,0.915288517
16735,G001552455,terminal,0.023523,0.017057038,1.379078821
16736,  ,internal,0.105788,0.012952401,8.167442989
16737,G001262495,terminal,0.018039,0.039596013,0.455576177
16738,  ,internal,0.108163,0.013061307,8.281177501
16739,G000956475,terminal,0.022738,0.051402434,0.44235259
16740,  ,internal,0.027044,0.005141439,5.260006002
16741,G000455825,terminal,0.006197,0.033563598,0.184634558
16742,G000633215,terminal,0.000538,0.036735953,0.014645054
16743,  ,internal,0.032698,0.014437065,2.264864746
16744,G000956525,terminal,0.030523,0.051949908,0.587546762
16745,  ,internal,0.027379,0.00721872,3.792777877
16746,  ,internal,0.169229,0.024754087,6.836406338
16747,G000763375,terminal,0.01781,0.046317352,0.384521116
16748,G000685355,terminal,0.030549,0.061096461,0.500012598
16749,  ,internal,0.118598,0.03627078,3.269794602
16750,  ,internal,0.098315,0.018927011,5.194428244
16751,G000956505,terminal,0.028828,0.068812114,0.418937862
16752,  ,internal,0.183457,0.028097194,6.529370962
16753,G000826185,terminal,0.158563,0.113323174,1.399210722
16754,  ,internal,0.030428,0.012305944,2.472626176
16755,  ,internal,0.053353,0.013985815,3.814793775
16756,G000422385,terminal,0.048485,0.08647612,0.560675015
16757,G000422745,terminal,0.080912,0.088042379,0.919011964
16758,  ,internal,0.182968,0.061243844,2.987532933
16759,G001426925,terminal,0.069229,0.066946535,1.034093854
16760,  ,internal,0.140894,0.041572691,3.389099806
16761,  ,internal,0.317834,0.077205301,4.116738041
16762,  ,internal,0.30431,0.011968441,25.4260346
16763,G000754435,terminal,0.229259,0.231370615,0.990873454
16764,  ,internal,0.156656,0.015816177,9.904795828
16765,G000231305,terminal,0.067758,0.015603258,4.34255464
16766,G001477055,terminal,0.069887,0.015827666,4.415496286
16767,  ,internal,0.24998,0.055953295,4.467654691
16768,G000349545,terminal,0.043806,0.051354413,0.853013358
16769,G001273835,terminal,0.028175,0.052027958,0.541535768
16770,  ,internal,0.122277,0.018017935,6.786404693
16771,  ,internal,0.011301,0.010027584,1.126991273
16772,G000633415,terminal,0.064173,0.058654117,1.09409199
16773,  ,internal,0.019437,0.006303435,3.083556969
16774,G000350525,terminal,0.090718,0.069760634,1.300418227
16775,  ,internal,0.081994,0.011758821,6.97297787
16776,G000834055,terminal,0.159561,0.094065201,1.696280854
16777,  ,internal,0.029423,0.020007434,1.470603399
16778,G000980875,terminal,0.02006,0.070945433,0.282752519
16779,  ,internal,0.412871,0.119432119,3.456951152
16780,  ,internal,0.021202,0.01311342,1.616816958
16781,G000425105,terminal,0.098409,0.170379694,0.577586435
16782,  ,internal,0.39303,0.012833619,30.6250333
16783,G001438965,terminal,0.007037,0.104416513,0.067393555
16784,G000754445,terminal,0.002105,0.07696334,0.027350684
16785,  ,internal,0.516557,0.152354459,3.390494805
16786,  ,internal,0.097538,0.015559109,6.268868128
16787,G000425685,terminal,0.008974,0.109108715,0.082248242
16788,G000381765,terminal,0.006058,0.096853749,0.062547915
16789,  ,internal,0.45425,0.137822077,3.295916094
16790,  ,internal,0.350284,0.010868013,32.23072979
16791,G000007485,terminal,0.827215,0.483184589,1.712006176
16792,  ,internal,0.04871,0.013433037,3.626134689
16793,G000423505,terminal,0.388797,0.243700488,1.595388681
16794,  ,internal,0.037063,0.016450329,2.253024835
16795,G000257665,terminal,0.081755,0.009038024,9.04567233
16796,G001437715,terminal,0.100041,0.022830217,4.381955664
16797,  ,internal,0.415216,0.149436752,2.778540053
16798,G000699505,terminal,0.078313,0.111769247,0.700666796
16799,  ,internal,0.377466,0.110094499,3.428563687
16800,  ,internal,0.356848,0.057326724,6.224810603
16801,G000813845,terminal,0.01155,0.028627171,0.403462853
16802,G000022025,terminal,0.008514,0.021976767,0.38740913
16803,  ,internal,0.033359,0.015771133,2.11519368
16804,G000189535,terminal,0.003222,0.024562113,0.131177637
16805,  ,internal,0.04164,0.016270452,2.559240502
16806,G001424565,terminal,0.03895,0.021489013,1.812554147
16807,  ,internal,0.062051,0.012316652,5.037976229
16808,G001484605,terminal,0.003839,0.027269498,0.140780002
16809,  ,internal,0.111244,0.013068425,8.512425812
16810,G000238915,terminal,0.003311,0.056559097,0.058540538
16811,  ,internal,0.017806,0.005372558,3.31424975
16812,G001428365,terminal,0.016214,0.051030471,0.317731733
16813,G000196235,terminal,0.011018,0.042259026,0.260725363
16814,  ,internal,0.054796,0.011205023,4.890306697
16815,  ,internal,0.135001,0.011660715,11.57742032
16816,G000014925,terminal,0.092558,0.020561218,4.501581548
16817,G001542565,terminal,0.089689,0.029282131,3.062926039
16818,  ,internal,0.2989,0.019283075,15.50063965
16819,G001263615,terminal,0.078522,0.116868037,0.671886021
16820,  ,internal,0.084055,0.008803872,9.547504078
16821,  ,internal,0.228916,0.044270632,5.170832045
16822,G000785535,terminal,0.069318,0.074580219,0.929442163
16823,G000482545,terminal,0.01264,0.049063787,0.257623813
16824,  ,internal,0.196946,0.036878519,5.340398823
16825,  ,internal,0.067222,0.013379311,5.024324346
16826,G000802235,terminal,0.15091,0.113239804,1.332658608
16827,  ,internal,0.090514,0.011085735,8.164907792
16828,G000950575,terminal,0.047979,0.054466545,0.880889357
16829,G000018885,terminal,0.060203,0.068351866,0.880780632
16830,  ,internal,0.118069,0.03276559,3.603444956
16831,G000376245,terminal,0.107354,0.088416231,1.214188832
16832,  ,internal,0.207465,0.046738674,4.438829366
16833,  ,internal,0.085696,0.019283524,4.444001118
16834,G001428435,terminal,0.055224,0.04981057,1.108680344
16835,G000520595,terminal,0.030962,0.049995504,0.619295693
16836,  ,internal,0.089948,0.012448936,7.225356738
16837,G000520515,terminal,0.042632,0.061290841,0.695568853
16838,  ,internal,0.068309,0.01058371,6.454164115
16839,G000520555,terminal,0.022128,0.052224835,0.423706465
16840,G000816565,terminal,0.033656,0.040435157,0.83234499
16841,  ,internal,0.149137,0.025549629,5.837149429
16842,  ,internal,0.143964,0.027572384,5.221311389
16843,G001307035,terminal,0.101365,0.070679582,1.434148258
16844,  ,internal,0.07802,0.017531855,4.450185081
16845,G000328305,terminal,0.127297,0.091295847,1.394335064
16846,  ,internal,0.036177,0.0119547,3.02617373
16847,G000430705,terminal,0.038943,0.066012473,0.589933967
16848,G000520495,terminal,0.012631,0.045278008,0.278965451
16849,  ,internal,0.255345,0.084157448,3.034134294
16850,  ,internal,0.069311,0.013656969,5.075137903
16851,  ,internal,0.147671,0.017827613,8.283273772
16852,G000197735,terminal,0.012874,0.022433088,0.573884426
16853,G001302565,terminal,0.017322,0.028192347,0.614422054
16854,  ,internal,0.077677,0.023681081,3.280128977
16855,G001281115,terminal,0.011574,0.025484269,0.454162527
16856,  ,internal,0.236548,0.079358678,2.980745222
16857,G000348945,terminal,0.054431,0.071551988,0.76071961
16858,  ,internal,0.207672,0.042104577,4.932290343
16859,G001887245,terminal,0.139784,0.112569881,1.241753109
16860,  ,internal,0.183741,0.04099317,4.482234523
16861,  ,internal,0.022938,0.009634481,2.380823578
16862,G000688395,terminal,0.256647,0.149352234,1.718400807
16863,  ,internal,0.044776,0.014685385,3.049017886
16864,G001968835,terminal,0.205689,0.134900172,1.524749723
16865,  ,internal,0.142056,0.019812241,7.170112804
16866,G000455245,terminal,0.055054,0.059848239,0.919893393
16867,G000421745,terminal,0.063006,0.094469488,0.666945502
16868,  ,internal,0.113199,0.035199618,3.215915618
16869,G001483765,terminal,0.139392,0.068028641,2.049019312
16870,  ,internal,0.027285,0.016665625,1.637202325
16871,G000220985,terminal,0.088051,0.086057945,1.02315945
16872,  ,internal,0.316143,0.098926625,3.195732181
16873,G000224415,terminal,0.135535,0.099922496,1.35640126
16874,G000023205,terminal,0.188126,0.112378138,1.674044464
16875,  ,internal,0.04393,0.027427327,1.601687275
16876,G001657475,terminal,0.041258,0.058445049,0.705928061
16877,G000420805,terminal,0.031809,0.075257118,0.422670981
16878,  ,internal,0.482206,0.147273485,3.274221437
16879,  ,internal,0.167133,0.032584657,5.129193213
16880,  ,internal,0.187692,0.040975134,4.580631801
16881,  ,internal,0.047496,0.015869068,2.992992405
16882,G001408335,terminal,0.047799,0.02114558,2.260472444
16883,G000010285,terminal,0.054081,0.024747116,2.185345557
16884,  ,internal,0.125146,0.016996131,7.363205061
16885,G000786655,terminal,0.001179,0.031357199,0.037599022
16886,  ,internal,0.248239,0.078305292,3.170143353
16887,G001580365,terminal,0.009305,0.029110386,0.319645371
16888,G000786195,terminal,0.006899,0.033599273,0.205331824
16889,  ,internal,0.108929,0.022821838,4.773016028
16890,G001482365,terminal,0.016903,0.045671421,0.370100159
16891,  ,internal,0.171687,0.041184987,4.168679273
16892,  ,internal,0.040855,0.018670842,2.188171291
16893,G001275345,terminal,0.087528,0.088363928,0.990539945
16894,G000800955,terminal,0.078442,0.061548379,1.274477117
16895,  ,internal,0.19329,0.049489224,3.905698783
16896,  ,internal,0.168128,0.034828364,4.827329817
16897,G000164695,terminal,0.014488,0.037141941,0.390071157
16898,G000763765,terminal,0.012166,0.044176864,0.275393021
16899,  ,internal,0.10414,0.026927014,3.867491569
16900,G000011025,terminal,0.045592,0.056606723,0.805416694
16901,  ,internal,0.336319,0.123584841,2.721361271
16902,G001063195,terminal,0.106042,0.080340093,1.31991383
16903,G001476195,terminal,0.094909,0.072623607,1.306861564
16904,  ,internal,0.169975,0.039842667,4.266155196
16905,  ,internal,0.135411,0.03512717,3.85487933
16906,  ,internal,0.225319,0.054342721,4.146259088
16907,  ,internal,0.296661,0.053900675,5.5038457
16908,G000285915,terminal,0.156165,0.129201031,1.208697788
16909,G000178455,terminal,0.114787,0.125665772,0.913430908
16910,  ,internal,0.235498,0.043642307,5.396094158
16911,G000285835,terminal,0.049753,0.089767725,0.554241514
16912,G000426445,terminal,0.033801,0.084053703,0.402135763
16913,  ,internal,0.258839,0.062351738,4.151271587
16914,  ,internal,0.035017,0.02705673,1.294206654
16915,G001606005,terminal,0.022628,0.040098601,0.564308959
16916,G001729525,terminal,0.000952,0.039523812,0.024086746
16917,  ,internal,0.152163,0.03077065,4.945069425
16918,G000314575,terminal,0.022084,0.051125241,0.431958847
16919,  ,internal,0.340499,0.08917266,3.818423736
16920,  ,internal,0.383746,0.10796318,3.554415493
16921,  ,internal,0.090211,0.018711848,4.821063052
16922,  ,internal,0.237305,0.048399688,4.903027504
16923,  ,internal,0.136529,0.048657979,2.805891295
16924,G000768685,terminal,0.013637,0.03581849,0.380725156
16925,G000768705,terminal,0.010639,0.030796704,0.345459042
16926,  ,internal,0.091425,0.020663668,4.424432336
16927,G001427985,terminal,0.014795,0.033761687,0.438218622
16928,G000152705,terminal,0.015524,0.030380619,0.510983664
16929,  ,internal,0.077019,0.015152818,5.082816872
16930,  ,internal,0.011337,0.007427308,1.526394323
16931,G000768675,terminal,0.009346,0.023079347,0.404950797
16932,  ,internal,0.054283,0.006654912,8.156831759
16933,G000768695,terminal,0.0064,0.035007034,0.182820403
16934,  ,internal,0.247186,0.057400285,4.306354917
16935,G000720925,terminal,0.013243,0.044640982,0.296655662
16936,G001428065,terminal,0.023071,0.060341789,0.382338683
16937,  ,internal,0.165269,0.036699323,4.50332564
16938,G000367525,terminal,0.057061,0.114424291,0.498679081
16939,  ,internal,0.10392,0.019033795,5.459762548
16940,  ,internal,0.205817,0.02256086,9.122746329
16941,G001046855,terminal,0.116237,0.144293169,0.805561352
16942,  ,internal,0.017914,0.007576382,2.364453081
16943,G001428025,terminal,0.010835,0.032498323,0.333401816
16944,G001427915,terminal,0.016831,0.037987462,0.443067237
16945,  ,internal,0.117403,0.021567145,5.443604275
16946,G001429685,terminal,0.005555,0.049009788,0.113344705
16947,  ,internal,0.219702,0.064820235,3.389404543
16948,  ,internal,0.087048,0.016541548,5.262385231
16949,G001050535,terminal,0.014991,0.079944482,0.187517634
16950,G001046875,terminal,0.022345,0.057049431,0.391677879
16951,  ,internal,0.302283,0.075609324,3.997959299
16952,  ,internal,0.024524,0.013782838,1.779314194
16953,G000297495,terminal,0.06115,0.056005364,1.091859697
16954,G001428305,terminal,0.047066,0.042078871,1.118518605
16955,  ,internal,0.400516,0.087063046,4.600298501
16956,G001552435,terminal,0.094149,0.127998466,0.735547878
16957,  ,internal,0.163142,0.044556015,3.661503391
16958,  ,internal,0.142336,0.025547132,5.571506096
16959,G001428505,terminal,0.017827,0.02135124,0.834939782
16960,G000383675,terminal,0.013864,0.01446066,0.958739096
16961,  ,internal,0.073902,0.01025412,7.207054195
16962,G000720035,terminal,0.040541,0.029042039,1.395941917
16963,  ,internal,0.257878,0.019482466,13.23641473
16964,G001956915,terminal,0.156691,0.105675229,1.482759983
16965,  ,internal,0.138064,0.018865113,7.318482728
16966,G000576595,terminal,0.01915,0.060644108,0.315776763
16967,  ,internal,0.020676,0.015006675,1.377786931
16968,G001758225,terminal,0.088168,0.089327709,0.987017368
16969,  ,internal,0.105477,0.017550675,6.009854322
16970,G000184685,terminal,0.055659,0.073914756,0.753016087
16971,  ,internal,0.135555,0.022209878,6.103365413
16972,G000576575,terminal,0.020647,0.087407612,0.236215125
16973,  ,internal,0.27513,0.07226003,3.807499116
16974,  ,internal,0.138976,0.018591513,7.475239037
16975,G001247745,terminal,0.001598,0.045067431,0.035457978
16976,G001190945,terminal,0.009428,0.046406824,0.203159777
16977,  ,internal,0.176593,0.043164087,4.091201984
16978,G000376825,terminal,0.113108,0.095696955,1.181939384
16979,  ,internal,0.182855,0.032509556,5.624653819
16980,G001594145,terminal,0.174802,0.135876162,1.286480263
16981,  ,internal,0.069139,0.021068946,3.28155952
16982,G001021715,terminal,0.005884,0.038104964,0.154415578
16983,G000725405,terminal,0.00758,0.048715645,0.155596832
16984,  ,internal,0.374731,0.104605694,3.582319351
16985,  ,internal,0.213918,0.042661799,5.014275219
16986,  ,internal,0.055676,0.014808027,3.75985268
16987,G001515525,terminal,0.025353,0.061628801,0.411382334
16988,G000298215,terminal,0.039577,0.061472238,0.64381908
16989,  ,internal,0.25444,0.059752729,4.258215547
16990,G000826525,terminal,0.030735,0.060026651,0.512022566
16991,G000247995,terminal,0.026471,0.069146546,0.382824618
16992,  ,internal,0.31068,0.062356249,4.982339492
16993,  ,internal,0.281676,0.016586277,16.98247323
16994,G000429885,terminal,0.327402,0.184790417,1.771747719
16995,  ,internal,0.014514,0.02251651,0.644593692
16996,G000298175,terminal,0.154609,0.134246033,1.151683938
16997,  ,internal,0.210815,0.042261632,4.988330834
16998,G000426385,terminal,0.062121,0.03956853,1.569959779
16999,G001189535,terminal,0.069755,0.042719484,1.632861472
17000,  ,internal,0.435819,0.100442171,4.339004177
17001,  ,internal,0.140984,0.03570887,3.948150675
17002,  ,internal,0.017282,0.01598833,1.080913405
17003,G000224715,terminal,0.012156,0.049674452,0.244713319
17004,G000421245,terminal,0.011862,0.046925401,0.2527842
17005,  ,internal,0.226234,0.053072901,4.262702771
17006,G000421185,terminal,0.007956,0.070467193,0.112903603
17007,  ,internal,0.367589,0.087944451,4.179786175
17008,G000023925,terminal,0.304668,0.201907931,1.508945186
17009,  ,internal,0.169969,0.050991602,3.333274376
17010,  ,internal,0.226417,0.048046909,4.712415517
17011,G001426435,terminal,0.192792,0.137655789,1.400536815
17012,  ,internal,0.102583,0.026343926,3.893990651
17013,G000017305,terminal,0.18618,0.155124385,1.20019815
