GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
672,default,0.097464,1000,0.246180,0.192079,0.322405,0.239336,5.521301,1.000000,0.094352,0.091792,0.147987,0.250472
673,default,1.014048,1000,0.256782,0.233513,0.261988,0.247717,16.558432,1.000000,0.087142,0.095919,0.108282,0.250165
674,default,0.608387,1000,0.286122,0.265231,0.153516,0.295131,6.073950,1.000000,0.046055,0.105226,0.166174,0.298148
675,default,2.423904,1000,0.251295,0.252097,0.218041,0.278567,10.483689,1.000000,0.107774,0.115357,0.078612,0.341202
676,default,1.368802,1000,0.268529,0.223980,0.264909,0.242583,10.486928,1.000000,0.102248,0.056276,0.137767,0.231944
677,default,1.208586,1000,0.302355,0.201755,0.229100,0.266790,7.138553,1.000000,0.086788,0.119518,0.068758,0.334348
678,default,0.212928,1000,0.263020,0.246182,0.202900,0.287897,2.078519,1.000000,0.022942,0.055806,0.164996,0.335620
679,default,0.903386,1000,0.282769,0.179377,0.176896,0.360959,3.400998,1.000000,0.088995,0.067062,0.217605,0.258337
680,default,0.909203,1000,0.298753,0.264812,0.189234,0.247202,2.686592,1.000000,0.069069,0.091725,0.123882,0.289472
681,default,0.010433,1000,0.223718,0.227953,0.297990,0.250340,3.585822,1.000000,0.098637,0.068327,0.140079,0.224226
682,default,0.131556,1000,0.321931,0.162396,0.227662,0.288011,5.719985,1.000000,0.129126,0.091019,0.105457,0.274310
683,default,0.511893,1000,0.310316,0.250070,0.264703,0.174911,20.371331,1.000000,0.076028,0.158259,0.069195,0.383066
684,default,0.711704,1000,0.265219,0.235335,0.184665,0.314781,10.444691,1.000000,0.121458,0.095658,0.102755,0.384654
685,default,1.849550,1000,0.285051,0.248909,0.232136,0.233905,7.164542,1.000000,0.074021,0.103432,0.128309,0.360240
686,default,0.297373,1000,0.172540,0.284375,0.295369,0.247717,9.868678,1.000000,0.106924,0.124049,0.093030,0.287537
687,default,0.066249,1000,0.268288,0.274178,0.177745,0.279789,7.136655,1.000000,0.117506,0.079976,0.109208,0.315065
688,default,0.517634,1000,0.274849,0.223427,0.227214,0.274511,4.186641,1.000000,0.073636,0.058090,0.255688,0.289159
689,default,0.258372,1000,0.278924,0.181846,0.233031,0.306199,4.469758,1.000000,0.102340,0.065496,0.032842,0.311365
690,default,0.159456,1000,0.250876,0.270673,0.228602,0.249850,6.511937,1.000000,0.162619,0.047085,0.148963,0.319011
691,default,0.064839,1000,0.313412,0.171400,0.238393,0.276795,6.680931,1.000000,0.051700,0.100182,0.104226,0.296144
692,default,0.557258,1000,0.339329,0.199478,0.168134,0.293059,4.287278,1.000000,0.120329,0.162341,0.056487,0.340534
693,default,0.073097,1000,0.251734,0.211177,0.245859,0.291230,10.767288,1.000000,0.099043,0.083556,0.096097,0.349952
694,default,0.046460,1000,0.342025,0.167278,0.298027,0.192670,4.674517,1.000000,0.048871,0.053998,0.113854,0.352548
695,default,0.618833,1000,0.294757,0.225501,0.301769,0.177974,4.782798,1.000000,0.060248,0.079853,0.072260,0.270670
696,default,0.641614,1000,0.215494,0.232548,0.260861,0.291096,5.326117,1.000000,0.119198,0.049731,0.163575,0.299647
697,default,2.974720,1000,0.231076,0.247141,0.290019,0.231764,1.405783,1.000000,0.054317,0.163851,0.047344,0.236567
698,default,2.696886,1000,0.221022,0.231435,0.247175,0.300369,10.693273,1.000000,0.188795,0.057342,0.107149,0.272233
699,default,0.237541,1000,0.287545,0.207444,0.210700,0.294311,8.445188,1.000000,0.110777,0.052413,0.104793,0.322805
700,default,1.242385,1000,0.309181,0.225601,0.213310,0.251908,5.586133,1.000000,0.060949,0.087112,0.208706,0.324667
701,default,0.330053,1000,0.255406,0.247065,0.246043,0.251486,5.894245,1.000000,0.076354,0.052534,0.092502,0.290204
702,default,0.571456,1000,0.269245,0.194103,0.258987,0.277665,3.565509,1.000000,0.149731,0.106216,0.054494,0.323277
703,default,1.842953,1000,0.275995,0.267599,0.189001,0.267405,10.262481,1.000000,0.150162,0.076024,0.113353,0.267789
704,default,0.035568,1000,0.297735,0.217016,0.293068,0.192181,24.892009,1.000000,0.150628,0.125534,0.067731,0.302629
705,default,1.499272,1000,0.289942,0.157599,0.216117,0.336342,1.975236,1.000000,0.058056,0.101525,0.063113,0.324577
706,default,0.132708,1000,0.236119,0.220070,0.226032,0.317779,18.150868,1.000000,0.073911,0.171920,0.076017,0.377382
707,default,0.578098,1000,0.256775,0.236548,0.226623,0.280053,12.131769,1.000000,0.078359,0.208149,0.147066,0.249210
708,default,1.262988,1000,0.271732,0.204035,0.313725,0.210508,25.375475,1.000000,0.119139,0.105914,0.155642,0.252536
709,default,0.519831,1000,0.277293,0.208770,0.285122,0.228815,2.719047,1.000000,0.036481,0.055600,0.194893,0.318818
710,default,1.481939,1000,0.294958,0.206180,0.274937,0.223925,4.826184,1.000000,0.093571,0.076657,0.141881,0.271861
711,default,0.167485,1000,0.329002,0.204504,0.204260,0.262234,26.229987,1.000000,0.132534,0.040059,0.148721,0.251896
712,default,0.410668,1000,0.270461,0.261814,0.148499,0.319225,8.013766,1.000000,0.049350,0.073260,0.128991,0.312560
713,default,0.402756,1000,0.282424,0.288438,0.168800,0.260338,7.252720,1.000000,0.126426,0.079064,0.178929,0.318054
714,default,0.931090,1000,0.226964,0.197205,0.288163,0.287668,2.656911,1.000000,0.111895,0.118391,0.132172,0.360805
715,default,0.339575,1000,0.337609,0.183392,0.173045,0.305954,3.925571,1.000000,0.096980,0.104255,0.169515,0.301002
716,default,0.966525,1000,0.275101,0.249273,0.278834,0.196792,11.501639,1.000000,0.055515,0.150127,0.065174,0.292588
717,default,0.190264,1000,0.295969,0.216055,0.247274,0.240702,8.524578,1.000000,0.094469,0.091838,0.070068,0.401185
718,default,0.979437,1000,0.267313,0.207186,0.243697,0.281804,10.828056,1.000000,0.175771,0.038322,0.096499,0.277388
719,default,1.143600,1000,0.279724,0.257736,0.247107,0.215433,2.189033,1.000000,0.073711,0.065613,0.118394,0.391862
720,default,0.038602,1000,0.337546,0.274084,0.187010,0.201360,3.017555,1.000000,0.112533,0.030362,0.209627,0.270508
721,default,0.490554,1000,0.334069,0.164887,0.242479,0.258566,2.075100,1.000000,0.131992,0.028061,0.107678,0.279954
722,default,1.794073,1000,0.396428,0.146267,0.206831,0.250474,12.697054,1.000000,0.106751,0.130423,0.087924,0.265546
723,default,0.213497,1000,0.322284,0.216946,0.181611,0.279159,8.627428,1.000000,0.077966,0.074205,0.086193,0.338885
724,default,1.038484,1000,0.308436,0.186051,0.195408,0.310106,3.151807,1.000000,0.101389,0.047447,0.073253,0.364851
725,default,3.288775,1000,0.286762,0.280252,0.219660,0.213326,8.311876,1.000000,0.064662,0.082474,0.147363,0.379982
726,default,0.317571,1000,0.353565,0.217403,0.226407,0.202625,13.242922,1.000000,0.113754,0.055443,0.142527,0.301991
727,default,1.545653,1000,0.328188,0.190876,0.225503,0.255433,3.691616,1.000000,0.137171,0.044016,0.166976,0.354607
728,default,1.260215,1000,0.277497,0.249148,0.215347,0.258009,8.467604,1.000000,0.105010,0.075481,0.079196,0.300243
729,default,0.593905,1000,0.327351,0.191255,0.211886,0.269508,6.214777,1.000000,0.127587,0.121385,0.059611,0.299763
730,default,0.166499,1000,0.279420,0.196173,0.281385,0.243021,4.104765,1.000000,0.084442,0.013126,0.097421,0.332743
731,default,0.111962,1000,0.294133,0.252572,0.213126,0.240168,4.972062,1.000000,0.100019,0.073694,0.128138,0.308704
732,default,0.569259,1000,0.229024,0.264993,0.240624,0.265359,10.093682,1.000000,0.067383,0.123883,0.067994,0.240516
733,default,1.458733,1000,0.267136,0.283303,0.200663,0.248897,11.993211,1.000000,0.098235,0.091633,0.179670,0.255057
734,default,3.474933,1000,0.316337,0.237379,0.204192,0.242092,3.870304,1.000000,0.088329,0.048345,0.129097,0.308501
735,default,0.551924,1000,0.403834,0.231661,0.169066,0.195439,3.610827,1.000000,0.064411,0.101227,0.157685,0.206621
736,default,0.283715,1000,0.393043,0.152998,0.278405,0.175554,3.864532,1.000000,0.113334,0.055096,0.201353,0.295667
737,default,2.216051,1000,0.289763,0.198079,0.250335,0.261823,6.894001,1.000000,0.135163,0.061099,0.140738,0.290762
738,default,2.511529,1000,0.279931,0.214888,0.232942,0.272239,2.557647,1.000000,0.091459,0.034178,0.153267,0.285265
739,default,0.028240,1000,0.319887,0.250081,0.249719,0.180314,25.466472,1.000000,0.025315,0.123060,0.192961,0.262988
740,default,0.021306,1000,0.244180,0.272208,0.239290,0.244323,3.869771,1.000000,0.128964,0.084601,0.141165,0.299444
741,default,0.348243,1000,0.293414,0.276083,0.182286,0.248217,5.664206,1.000000,0.167235,0.084528,0.186000,0.184133
742,default,0.992191,1000,0.289447,0.228501,0.222478,0.259575,4.757819,1.000000,0.106204,0.082140,0.083088,0.211364
743,default,0.173395,1000,0.260445,0.217537,0.206851,0.315166,11.026797,1.000000,0.073617,0.112942,0.178028,0.374814
744,default,1.157172,1000,0.324675,0.258808,0.181357,0.235160,4.412185,1.000000,0.027887,0.118175,0.096470,0.384243
745,default,0.080957,1000,0.293746,0.237249,0.181817,0.287187,6.566497,1.000000,0.090710,0.078772,0.139974,0.328937
746,default,0.637530,1000,0.342804,0.218431,0.224581,0.214185,5.126380,1.000000,0.136895,0.072379,0.117194,0.351843
747,default,0.249880,1000,0.241038,0.207455,0.271285,0.280221,1.889405,1.000000,0.158186,0.078660,0.063485,0.257570
748,default,0.555279,1000,0.297256,0.267326,0.202745,0.232673,14.199740,1.000000,0.179013,0.088690,0.090332,0.238482
749,default,0.299963,1000,0.297921,0.248280,0.241836,0.211963,24.487331,1.000000,0.117193,0.112886,0.134509,0.289782
750,default,1.543660,1000,0.298112,0.195828,0.211379,0.294681,14.445764,1.000000,0.092090,0.055112,0.114472,0.329865
751,default,4.049165,1000,0.267480,0.230135,0.243231,0.259154,2.877899,1.000000,0.080299,0.034153,0.134630,0.304797
752,default,0.528882,1000,0.281398,0.183970,0.296923,0.237709,11.306798,1.000000,0.057054,0.047349,0.127606,0.321706
753,default,1.650409,1000,0.217091,0.288831,0.233912,0.260165,18.603361,1.000000,0.119410,0.076664,0.044179,0.370823
754,default,2.789950,1000,0.236694,0.250936,0.212194,0.300176,6.937818,1.000000,0.064588,0.133814,0.083035,0.283257
755,default,1.046722,1000,0.277170,0.249024,0.223678,0.250127,3.303521,1.000000,0.075791,0.136776,0.118573,0.197863
756,default,3.084688,1000,0.253782,0.258144,0.277530,0.210544,10.120953,1.000000,0.059055,0.138895,0.078343,0.153389
757,default,0.304859,1000,0.290392,0.203321,0.266145,0.240142,6.328710,1.000000,0.197441,0.064865,0.096128,0.293994
758,default,0.570704,1000,0.243581,0.227031,0.227368,0.302020,13.044767,1.000000,0.146214,0.122238,0.067773,0.355619
759,default,0.753551,1000,0.230758,0.215328,0.307801,0.246113,8.573744,1.000000,0.106635,0.086684,0.095453,0.224410
760,default,1.260966,1000,0.276718,0.189072,0.257341,0.276868,5.040056,1.000000,0.119223,0.122631,0.108990,0.255496
761,default,0.140484,1000,0.266636,0.191433,0.200141,0.341790,7.608403,1.000000,0.107596,0.066693,0.070211,0.299139
762,default,1.695589,1000,0.242461,0.239327,0.209714,0.308498,5.665411,1.000000,0.040226,0.109226,0.139093,0.253099
763,default,0.473349,1000,0.391160,0.208568,0.184670,0.215602,2.786766,1.000000,0.064243,0.150581,0.079133,0.234580
764,default,2.113910,1000,0.311056,0.178469,0.251652,0.258823,10.445343,1.000000,0.060846,0.046337,0.097956,0.371741
765,default,2.149794,1000,0.309409,0.143896,0.273728,0.272967,3.736608,1.000000,0.049422,0.033736,0.064665,0.482768
766,default,0.014496,1000,0.254595,0.251801,0.214993,0.278612,4.760646,1.000000,0.108920,0.159652,0.126102,0.182749
767,default,0.057603,1000,0.262937,0.224412,0.190420,0.322231,10.762582,1.000000,0.044013,0.156106,0.071262,0.300722
768,default,0.342376,1000,0.270367,0.285914,0.238161,0.205558,7.698294,1.000000,0.060168,0.040053,0.094993,0.354797
769,default,0.597944,1000,0.343975,0.169937,0.204156,0.281932,7.520209,1.000000,0.215896,0.016296,0.120319,0.266007
770,default,0.328970,1000,0.327566,0.160693,0.244641,0.267100,11.055561,1.000000,0.032758,0.066426,0.121042,0.378397
771,default,0.617538,1000,0.284130,0.203672,0.233385,0.278814,1.520408,1.000000,0.058809,0.072545,0.105069,0.375171
772,default,0.425759,1000,0.257295,0.226151,0.290851,0.225703,5.059510,1.000000,0.049029,0.037044,0.142109,0.284719
773,default,0.373443,1000,0.285634,0.195701,0.213481,0.305184,4.947614,1.000000,0.068186,0.088505,0.082441,0.400333
774,default,1.879188,1000,0.297355,0.244837,0.175200,0.282609,4.483297,1.000000,0.093993,0.090987,0.130958,0.219636
775,default,2.159095,1000,0.234960,0.201839,0.260841,0.302360,11.646748,1.000000,0.059789,0.110439,0.143195,0.219678
776,default,0.241447,1000,0.383118,0.224376,0.203651,0.188855,5.245165,1.000000,0.116980,0.099425,0.110880,0.277167
777,default,0.251707,1000,0.299937,0.231114,0.247211,0.221738,2.270261,1.000000,0.136741,0.093014,0.174172,0.221218
778,default,0.036534,1000,0.357471,0.210397,0.220880,0.211252,7.509191,1.000000,0.073731,0.038543,0.126251,0.288900
779,default,0.488405,1000,0.347829,0.219260,0.161106,0.271805,4.844550,1.000000,0.032359,0.043581,0.126664,0.466136
780,default,0.092377,1000,0.297819,0.105677,0.262858,0.333645,4.445661,1.000000,0.126912,0.031635,0.138744,0.311679
781,default,0.266261,1000,0.344886,0.176868,0.232153,0.246092,2.820241,1.000000,0.063713,0.223684,0.078336,0.190122
782,default,1.051658,1000,0.278455,0.205606,0.212428,0.303511,6.156509,1.000000,0.118729,0.112778,0.069887,0.366413
783,default,1.161343,1000,0.351979,0.153149,0.239213,0.255659,7.154848,1.000000,0.096741,0.103875,0.114158,0.199953
784,default,1.274019,1000,0.265024,0.192497,0.266915,0.275565,3.363426,1.000000,0.179691,0.081784,0.038771,0.332233
785,default,0.081438,1000,0.253358,0.209827,0.315982,0.220832,3.065282,1.000000,0.143678,0.066042,0.132871,0.250024
786,default,1.032557,1000,0.305441,0.197462,0.218821,0.278276,10.051297,1.000000,0.101869,0.157521,0.130183,0.338601
787,default,0.891554,1000,0.295359,0.263774,0.221621,0.219246,11.416096,1.000000,0.030389,0.102969,0.178833,0.286249
788,default,0.101358,1000,0.383310,0.188001,0.198679,0.230010,7.039947,1.000000,0.158424,0.177576,0.154789,0.257976
789,default,0.489273,1000,0.186250,0.239600,0.221412,0.352738,1.400726,1.000000,0.092449,0.094129,0.164010,0.381544
790,default,0.070991,1000,0.354432,0.162770,0.259769,0.223029,10.597385,1.000000,0.103973,0.147057,0.187458,0.260038
791,default,0.414081,1000,0.291074,0.211050,0.185314,0.312562,4.784311,1.000000,0.138811,0.102561,0.164182,0.298123
792,default,3.150471,1000,0.335872,0.200712,0.189826,0.273590,7.827958,1.000000,0.100969,0.165629,0.126956,0.390738
793,default,0.686026,1000,0.276014,0.248202,0.255459,0.220325,9.215671,1.000000,0.157293,0.096600,0.107887,0.232858
794,default,0.337760,1000,0.367476,0.185505,0.207682,0.239336,7.654147,1.000000,0.098791,0.052662,0.127583,0.299118
795,default,0.338056,1000,0.272693,0.276111,0.178135,0.273061,4.419919,1.000000,0.122401,0.181892,0.112863,0.297968
796,default,0.528131,1000,0.287941,0.183946,0.298144,0.229968,13.743780,1.000000,0.119951,0.087397,0.103173,0.351361
797,default,0.402411,1000,0.302642,0.217833,0.284654,0.194871,1.506229,1.000000,0.082308,0.057938,0.095501,0.459705
798,default,2.485376,1000,0.252881,0.256996,0.205902,0.284221,2.154506,1.000000,0.147660,0.051803,0.122122,0.408320
799,default,1.078649,1000,0.343131,0.187340,0.200703,0.268825,7.551722,1.000000,0.100024,0.080557,0.097965,0.244266
800,default,1.199913,1000,0.244791,0.195776,0.235795,0.323638,6.604577,1.000000,0.169078,0.043271,0.098292,0.351363
801,default,0.110133,1000,0.281739,0.255142,0.258585,0.204534,2.950724,1.000000,0.040650,0.137117,0.068134,0.323000
802,default,0.647756,1000,0.355615,0.232335,0.145830,0.266220,22.609374,1.000000,0.120588,0.118644,0.114103,0.302947
803,default,0.738573,1000,0.294943,0.156976,0.227375,0.320707,10.097254,1.000000,0.110167,0.084246,0.113862,0.319692
804,default,0.565827,1000,0.366766,0.210744,0.147849,0.274641,9.935854,1.000000,0.164416,0.148322,0.057342,0.330039
805,default,0.063644,1000,0.373699,0.208344,0.164221,0.253736,2.456073,1.000000,0.124444,0.067687,0.150646,0.295090
806,default,0.753545,1000,0.361062,0.208330,0.226152,0.204456,16.717297,1.000000,0.115457,0.081627,0.075089,0.229305
807,default,2.052276,1000,0.260232,0.171158,0.300803,0.267807,4.393944,1.000000,0.061842,0.054888,0.139434,0.361303
808,default,2.539959,1000,0.298888,0.225183,0.231399,0.244530,3.336792,1.000000,0.081609,0.107535,0.155526,0.337171
809,default,0.962113,1000,0.223797,0.226114,0.316731,0.233358,17.991867,1.000000,0.073398,0.096688,0.114418,0.266200
810,default,0.769259,1000,0.283838,0.209119,0.206226,0.300818,13.097120,1.000000,0.135549,0.082425,0.152971,0.419576
811,default,0.354878,1000,0.294564,0.181291,0.253532,0.270613,4.836839,1.000000,0.068019,0.102723,0.097504,0.399119
812,default,0.460361,1000,0.300199,0.233943,0.235600,0.230258,5.889580,1.000000,0.085858,0.057925,0.084787,0.264462
813,default,2.142793,1000,0.289828,0.188580,0.178101,0.343491,3.151450,1.000000,0.126874,0.091886,0.115961,0.326390
814,default,2.682336,1000,0.349485,0.213835,0.169795,0.266885,52.455998,1.000000,0.179955,0.127150,0.107816,0.235897
815,default,0.773595,1000,0.377610,0.181256,0.178336,0.262798,3.963247,1.000000,0.094482,0.089919,0.182466,0.301288
816,default,0.514083,1000,0.255182,0.194045,0.234169,0.316603,3.087318,1.000000,0.078865,0.079218,0.125496,0.257370
817,default,0.253836,1000,0.346659,0.233933,0.227982,0.191425,7.285695,1.000000,0.150484,0.029889,0.100724,0.353319
818,default,0.427609,1000,0.281599,0.196626,0.224523,0.297252,5.266324,1.000000,0.136793,0.099125,0.067316,0.384700
819,default,2.101260,1000,0.328219,0.196892,0.219784,0.255105,8.224346,1.000000,0.058466,0.074682,0.254766,0.251124
820,default,1.169875,1000,0.318909,0.188019,0.198219,0.294853,2.666218,1.000000,0.018399,0.090989,0.185506,0.356070
821,default,0.245210,1000,0.281374,0.253441,0.174494,0.290691,4.370575,1.000000,0.141117,0.126984,0.180423,0.231988
822,default,0.870776,1000,0.270050,0.229348,0.204410,0.296192,5.755652,1.000000,0.124202,0.198633,0.153781,0.268787
823,default,1.106082,1000,0.264928,0.222170,0.221920,0.290982,7.531533,1.000000,0.128777,0.130951,0.144426,0.241329
824,default,2.885996,1000,0.343804,0.166000,0.222346,0.267851,3.961483,1.000000,0.042466,0.113420,0.182809,0.250569
825,default,0.903756,1000,0.297460,0.267054,0.213944,0.221542,3.297256,1.000000,0.139581,0.097683,0.083712,0.277887
826,default,0.512861,1000,0.287140,0.216709,0.205855,0.290296,10.545962,1.000000,0.082993,0.036597,0.098576,0.364546
827,default,0.395321,1000,0.279115,0.204435,0.225028,0.291422,6.786221,1.000000,0.112520,0.104280,0.107372,0.367937
828,default,1.158151,1000,0.275444,0.232069,0.214622,0.277865,3.017865,1.000000,0.067652,0.071227,0.083644,0.275078
829,default,0.719875,1000,0.310866,0.187771,0.223359,0.278005,7.442744,1.000000,0.059531,0.145845,0.137551,0.313285
830,default,1.989635,1000,0.282536,0.176192,0.291208,0.250063,9.538077,1.000000,0.133631,0.050325,0.081150,0.348892
831,default,0.142918,1000,0.256749,0.197905,0.274610,0.270736,8.143526,1.000000,0.119556,0.080244,0.139869,0.358588
832,default,0.192092,1000,0.267626,0.277676,0.230679,0.224019,4.952075,1.000000,0.053483,0.060054,0.159445,0.433260
833,default,0.620392,1000,0.299556,0.175940,0.289387,0.235117,7.080797,1.000000,0.039636,0.106391,0.179935,0.273009
834,default,0.690494,1000,0.330966,0.211483,0.174635,0.282916,7.417015,1.000000,0.108179,0.127171,0.088812,0.312377
835,default,1.181521,1000,0.354812,0.211100,0.177276,0.256812,3.431000,1.000000,0.046001,0.104677,0.206600,0.283442
836,default,0.298787,1000,0.264250,0.212659,0.241112,0.281980,7.193364,1.000000,0.115284,0.132476,0.100378,0.279758
837,default,0.179321,1000,0.348472,0.166752,0.247639,0.237137,26.583170,1.000000,0.096910,0.142722,0.129709,0.298805
838,default,1.044806,1000,0.258973,0.160939,0.252632,0.327456,5.103338,1.000000,0.157095,0.092553,0.099567,0.348105
839,default,0.675300,1000,0.306880,0.202899,0.218233,0.271988,2.027253,1.000000,0.072686,0.107116,0.141219,0.346323
840,default,2.876145,1000,0.312773,0.204616,0.206564,0.276046,4.663304,1.000000,0.032767,0.105294,0.077324,0.415774
841,default,0.111648,1000,0.247506,0.249388,0.252859,0.250247,9.533083,1.000000,0.072113,0.130683,0.099871,0.418142
842,default,0.622739,1000,0.267388,0.297517,0.205595,0.229500,4.783334,1.000000,0.161293,0.079752,0.105075,0.222794
843,default,0.058273,1000,0.344819,0.221112,0.169118,0.264950,2.913263,1.000000,0.129930,0.070276,0.148818,0.285279
844,default,0.284933,1000,0.365060,0.175016,0.224808,0.235116,3.610422,1.000000,0.164492,0.079468,0.161117,0.223078
845,default,0.023394,1000,0.320829,0.259993,0.177417,0.241761,8.651185,1.000000,0.110363,0.081815,0.045183,0.330132
846,default,2.804511,1000,0.259956,0.194015,0.309067,0.236962,5.327557,1.000000,0.104422,0.065426,0.058011,0.273838
847,default,0.383804,1000,0.328945,0.217587,0.236836,0.216633,3.569161,1.000000,0.054006,0.034957,0.127982,0.386970
848,default,0.279185,1000,0.244481,0.205355,0.218400,0.331764,3.239326,1.000000,0.103067,0.103448,0.111596,0.319249
849,default,0.083794,1000,0.330868,0.236074,0.218358,0.214700,2.819714,1.000000,0.087442,0.064541,0.113077,0.323714
850,default,0.634463,1000,0.309601,0.210828,0.181140,0.298430,4.285339,1.000000,0.117390,0.039681,0.082993,0.280316
851,default,1.075584,1000,0.283161,0.201681,0.265995,0.249164,5.682034,1.000000,0.127841,0.101197,0.094148,0.285909
852,default,1.251301,1000,0.257743,0.234264,0.211499,0.296493,4.094521,1.000000,0.112068,0.127864,0.117370,0.379405
853,default,0.196047,1000,0.287364,0.224833,0.189248,0.298556,3.434080,1.000000,0.085816,0.092305,0.145812,0.293587
854,default,0.713579,1000,0.284191,0.198562,0.194846,0.322401,13.790031,1.000000,0.136349,0.096001,0.118559,0.266647
855,default,0.343060,1000,0.244328,0.184868,0.245249,0.325554,3.683963,1.000000,0.079836,0.235949,0.120945,0.257059
856,default,0.793845,1000,0.290851,0.198214,0.224990,0.285944,8.132695,1.000000,0.130210,0.070167,0.119132,0.187458
857,default,0.120384,1000,0.258939,0.195763,0.270671,0.274627,9.544413,1.000000,0.095726,0.096496,0.120932,0.307309
858,default,1.585471,1000,0.349017,0.165892,0.235888,0.249203,9.507199,1.000000,0.089026,0.123537,0.116754,0.262936
859,default,0.607801,1000,0.305982,0.234668,0.205978,0.253372,5.179239,1.000000,0.095149,0.083954,0.099503,0.274313
860,default,0.137913,1000,0.266872,0.207158,0.160972,0.364998,14.835671,1.000000,0.101207,0.132748,0.140141,0.241147
861,default,0.463118,1000,0.233088,0.244114,0.190441,0.332357,3.618306,1.000000,0.095212,0.088216,0.092934,0.363333
862,default,0.026301,1000,0.276216,0.168042,0.239346,0.316395,17.070338,1.000000,0.137888,0.122589,0.138013,0.180527
863,default,0.090539,1000,0.223565,0.339183,0.175242,0.262010,4.426144,1.000000,0.056730,0.042851,0.210871,0.376922
864,default,3.005642,1000,0.237074,0.219846,0.230455,0.312625,3.876051,1.000000,0.204044,0.050867,0.093343,0.274825
865,default,1.223075,1000,0.325545,0.241854,0.188213,0.244388,12.792859,1.000000,0.082621,0.048977,0.102009,0.285427
866,default,0.155770,1000,0.340455,0.149307,0.270872,0.239366,3.726931,1.000000,0.132857,0.123021,0.150680,0.247728
867,default,1.563342,1000,0.388834,0.179755,0.192260,0.239151,7.283681,1.000000,0.042562,0.110531,0.071228,0.274589
868,default,0.095197,1000,0.300848,0.251044,0.213827,0.234280,11.398380,1.000000,0.106810,0.053907,0.108698,0.360175
869,default,1.067404,1000,0.312913,0.179595,0.266614,0.240878,5.265049,1.000000,0.067407,0.071249,0.126418,0.253503
870,default,0.130102,1000,0.293461,0.245422,0.230340,0.230777,13.097041,1.000000,0.052874,0.076337,0.129345,0.303140
871,default,1.569842,1000,0.298675,0.209654,0.179868,0.311803,7.552384,1.000000,0.140287,0.069949,0.090610,0.321049
872,default,0.091726,1000,0.315419,0.236307,0.273742,0.174533,6.588681,1.000000,0.072171,0.141349,0.110397,0.228126
873,default,0.478787,1000,0.333579,0.177403,0.182292,0.306727,12.488836,1.000000,0.069809,0.052131,0.063983,0.262129
874,default,0.978345,1000,0.293957,0.266561,0.205292,0.234191,10.693758,1.000000,0.176186,0.059327,0.079118,0.400402
875,default,0.640398,1000,0.311387,0.199978,0.224135,0.264500,2.858983,1.000000,0.072477,0.145510,0.151355,0.368943
876,default,0.746468,1000,0.316758,0.231115,0.157049,0.295078,8.770411,1.000000,0.022067,0.102291,0.078307,0.341334
877,default,1.739877,1000,0.295884,0.218784,0.256101,0.229231,5.731934,1.000000,0.125819,0.081271,0.155071,0.169349
878,default,1.772105,1000,0.358229,0.232647,0.189763,0.219361,7.377358,1.000000,0.123879,0.118480,0.085438,0.240309
879,default,0.119332,1000,0.310816,0.231900,0.221462,0.235821,17.530460,1.000000,0.107612,0.119813,0.091404,0.230178
880,default,0.085496,1000,0.277336,0.159110,0.299081,0.264472,8.501166,1.000000,0.035258,0.093814,0.163522,0.433881
881,default,0.006454,1000,0.342917,0.282456,0.190112,0.184515,13.643634,1.000000,0.089972,0.103574,0.093913,0.288649
882,default,0.539559,1000,0.356888,0.212901,0.158279,0.271932,11.328655,1.000000,0.059666,0.036547,0.133795,0.305839
883,default,0.452280,1000,0.287208,0.255794,0.157323,0.299675,3.794337,1.000000,0.121598,0.072013,0.157384,0.208934
884,default,1.071359,1000,0.349385,0.179597,0.239345,0.231672,9.020165,1.000000,0.099713,0.064161,0.189301,0.351250
885,default,0.631463,1000,0.384614,0.201499,0.164455,0.249432,11.796441,1.000000,0.108043,0.078680,0.132006,0.411776
886,default,0.513937,1000,0.371800,0.144529,0.247851,0.235820,6.978057,1.000000,0.155968,0.073066,0.101840,0.351452
887,default,1.853967,1000,0.279399,0.287631,0.230293,0.202677,7.854754,1.000000,0.102737,0.046723,0.086337,0.420206
888,default,1.515969,1000,0.303256,0.201225,0.164214,0.331304,9.062512,1.000000,0.050387,0.061743,0.196096,0.241911
889,default,0.215188,1000,0.221998,0.300977,0.213062,0.263963,3.105148,1.000000,0.131393,0.103051,0.077323,0.279134
890,default,1.072185,1000,0.235185,0.225821,0.244033,0.294961,5.902782,1.000000,0.079462,0.119041,0.152710,0.367240
891,default,0.041730,1000,0.329041,0.231345,0.253684,0.185930,16.585829,1.000000,0.101704,0.096145,0.093358,0.329358
892,default,0.513848,1000,0.285937,0.213596,0.192323,0.308144,19.235540,1.000000,0.092099,0.055519,0.167512,0.312485
893,default,0.179695,1000,0.325916,0.246305,0.174209,0.253570,4.921037,1.000000,0.077272,0.065226,0.132377,0.330560
894,default,2.816780,1000,0.261481,0.236288,0.293190,0.209041,6.227289,1.000000,0.016656,0.035344,0.159222,0.415801
895,default,0.470203,1000,0.261890,0.218479,0.240202,0.279430,2.340096,1.000000,0.044085,0.136863,0.071202,0.254184
